1694902646773;31148;8
1694902646790;31130;26
1694902646806;31122;43
1694902646823;31113;59
1694902646839;31104;75
1694902646856;31095;90
1694902646872;31095;106
1694902646888;31095;122
1694902646905;31104;137
1694902646921;31113;153
1694902646938;31122;169
1694902646954;31130;184
1694902646971;31148;200
1694902646987;31166;215
1694902647004;31183;231
1694902647020;31201;247
1694902647037;31227;262
1694902647053;31253;278
1694902647070;31280;294
1694902647081;31297;309
1694902647098;31324;325
1694902647114;31359;340
1694902647131;31394;356
1694902647147;31429;372
1694902647163;31464;387
1694902647180;31508;403
1694902647196;31543;418
1694902647212;31587;434
1694902647228;31623;465
1694902647245;31666;481
1694902647261;31710;497
1694902647278;31754;512
1694902647294;31798;528
1694902647311;31851;543
1694902647327;31895;559
1694902647344;31939;575
1694902647360;31983;590
1694902647377;32036;606
1694902647393;32088;622
1694902647410;32141;637
1694902647426;32194;653
1694902647442;32238;668
1694902647459;32291;684
1694902647475;32343;700
1694902647492;32387;715
1694902647508;32440;731
1694902647525;32484;747
1694902647541;32537;778
1694902647558;32589;793
1694902647574;32642;809
1694902647590;32695;825
1694902647607;32748;840
1694902647623;32791;856
1694902647640;32844;871
1694902647656;32897;887
1694902647673;32941;903
1694902647689;32994;918
1694902647706;33038;934
1694902647722;33090;950
1694902647739;33134;965
1694902647755;33178;981
1694902647772;33222;996
1694902647788;33257;1012
1694902647805;33301;1028
1694902647821;33336;1043
1694902647838;33380;1059
1694902647854;33416;1090
1694902647870;33459;1106
1694902647887;33495;1123
1694902647903;33539;1139
1694902647920;33574;1155
1694902647936;33609;1170
1694902647953;33644;1186
1694902647969;33670;1202
1694902647986;33706;1217
1694902648002;33732;1233
1694902648019;33758;1249
1694902648035;33785;1264
1694902648052;33811;1280
1694902648068;33829;1295
1694902648084;33855;1312
1694902648101;33873;1328
1694902648117;33890;1343
1694902648134;33908;1359
1694902648150;33925;1375
1694902648167;33934;1390
1694902648183;33952;1406
1694902648200;33960;1421
1694902648216;33960;1453
1694902648233;33969;1468
1694902648249;33969;1484
1694902648265;33978;1500
1694902648282;33978;1515
1694902648298;33978;1531
1694902648315;33969;1546
1694902648331;33969;1562
1694902648348;33969;1578
1694902648364;33960;1593
1694902648381;33952;1609
1694902648397;33943;1625
1694902648414;33934;1640
1694902648430;33916;1656
1694902648446;33899;1671
1694902648463;33890;1687
1694902648479;33873;1703
1694902648496;33855;1718
1694902648512;33829;1734
1694902648529;33811;1765
1694902648545;33785;1781
1694902648562;33767;1796
1694902648578;33741;1812
1694902648595;33706;1828
1694902648611;33679;1843
1694902648628;33653;1859
1694902648644;33626;1875
1694902648660;33591;1890
1694902648677;33556;1906
1694902648693;33530;1921
1694902648710;33495;1937
1694902648726;33459;1953
1694902648743;33424;1968
1694902648759;33380;1984
1694902648776;33345;1999
1694902648792;33310;2015
1694902648808;33266;2031
1694902648825;33222;2046
1694902648841;33178;2078
1694902648858;33143;2093
1694902648874;33099;2109
1694902648891;33055;2124
1694902648907;33011;2140
1694902648924;32967;2156
1694902648940;32923;2171
1694902648956;32879;2187
1694902648973;32827;2203
1694902648989;32783;2218
1694902649006;32730;2234
1694902649022;32686;2249
1694902649039;32642;2265
1694902649055;32589;2291
1694902649072;32545;2307
1694902649088;32493;2323
1694902649105;32440;2338
1694902649116;32405;2338
1694902649128;32370;2354
1694902649139;32343;2369
1694902649155;32291;2385
1694902649171;32247;2400
1694902649187;32194;2416
1694902649204;32150;2432
1694902649220;32097;2448
1694902649236;32053;2463
1694902649252;32000;2480
1694902649269;31957;2496
1694902649285;31904;2512
1694902649302;31860;2527
1694902649318;31807;2543
1694902649335;31763;2558
1694902649351;31719;2574
1694902649368;31675;2590
1694902649384;31631;2605
1694902649400;31587;2637
1694902649417;31543;2652
1694902649433;31500;2658
1694902649450;31464;2674
1694902649466;31420;2689
1694902649483;31385;2705
1694902649499;31350;2720
1694902649516;31324;2752
1694902649532;31289;2767
1694902649549;31262;2783
1694902649565;31236;2799
1694902649581;31209;2814
1694902649598;31183;2830
1694902649614;31166;2847
1694902649631;31148;2862
1694902649647;31130;2878
1694902649664;31113;2894
1694902649680;31104;2909
1694902649697;31095;2925
1694902649713;31095;2940
1694902649729;31095;2956
1694902649746;31104;2972
1694902649762;31104;2987
1694902649779;31113;3003
1694902649795;31122;3019
1694902649812;31139;3034
1694902649828;31157;3050
1694902649844;31174;3081
1694902649861;31183;3097
1694902649877;31209;3112
1694902649894;31227;3128
1694902649910;31253;3144
1694902649927;31289;3159
1694902649943;31315;3175
1694902649960;31341;3190
1694902649976;31376;3206
1694902649992;31412;3222
1694902650009;31447;3237
1694902650025;31482;3253
1694902650042;31517;3268
1694902650058;31561;3284
1694902650076;31605;3300
1694902650092;31649;3315
1694902650103;31675;3331
1694902650114;31710;3347
1694902650125;31737;3347
1694902650136;31763;3362
1694902650146;31789;3378
1694902650157;31825;3393
1694902650167;31851;3393
1694902650178;31877;3409
1694902650189;31913;3425
1694902650199;31948;3425
1694902650210;31974;3440
1694902650220;32009;3456
1694902650231;32036;3456
1694902650242;32071;3472
1694902650253;32106;3487
1694902650263;32141;3487
1694902650274;32167;3503
1694902650285;32203;3518
1694902650295;32238;3518
1694902650306;32264;3534
1694902650317;32299;3550
1694902650327;32334;3550
1694902650338;32370;3565
1694902650356;32422;3581
1694902650373;32475;3597
1694902650389;32528;3612
1694902650406;32572;3628
1694902650422;32625;3659
1694902650439;32677;3675
1694902650455;32721;3690
1694902650472;32774;3706
1694902650488;32827;3721
1694902650505;32879;3737
1694902650521;32932;3753
1694902650538;32976;3768
1694902650554;33020;3784
1694902650570;33073;3800
1694902650587;33117;3815
1694902650603;33161;3831
1694902650620;33213;3846
1694902650636;33257;3863
1694902650653;33292;3889
1694902650669;33336;3897
1694902650686;33380;3913
1694902650702;33424;3928
1694902650719;33459;3944
1694902650735;33503;3960
1694902650751;33530;3975
1694902650768;33574;3991
1694902650784;33609;4007
1694902650801;33635;4022
1694902650817;33662;4053
1694902650834;33697;4070
1694902650850;33723;4086
1694902650867;33750;4101
1694902650883;33776;4117
1694902650899;33802;4133
1694902650916;33829;4148
1694902650932;33846;4164
1694902650949;33873;4179
1694902650965;33890;4195
1694902650982;33908;4211
1694902650998;33925;4226
1694902651015;33934;4242
1694902651031;33943;4258
1694902651048;33960;4273
1694902651064;33960;4289
1694902651080;33969;4304
1694902651097;33969;4320
1694902651113;33978;4336
1694902651130;33978;4351
1694902651146;33978;4383
1694902651163;33978;4398
1694902651179;33969;4414
1694902651196;33969;4429
1694902651212;33960;4445
1694902651229;33952;4460
1694902651245;33943;4476
1694902651261;33934;4492
1694902651278;33916;4507
1694902651294;33908;4523
1694902651311;33890;4539
1694902651327;33873;4554
1694902651344;33855;4570
1694902651360;33837;4586
1694902651377;33811;4601
1694902651393;33793;4617
1694902651410;33767;4632
1694902651426;33741;4648
1694902651442;33714;4679
1694902651459;33688;4695
1694902651475;33662;4710
1694902651492;33626;4726
1694902651508;33600;4742
1694902651525;33565;4757
1694902651541;33530;4773
1694902651558;33495;4789
1694902651574;33459;4804
1694902651591;33424;4820
1694902651607;33389;4836
1694902651624;33345;4851
1694902651640;33310;4867
1694902651657;33275;4882
1694902651673;33231;4898
1694902651689;33187;4914
1694902651706;33143;4929
1694902651722;33099;4945
1694902651739;33055;4960
1694902651755;33011;4992
1694902651772;32967;5007
1694902651788;32923;5023
1694902651805;32879;5039
1694902651821;32835;5054
1694902651838;32783;5070
1694902651854;32730;5085
1694902651870;32686;5101
1694902651887;32642;5117
1694902651903;32589;5132
1694902651920;32545;5148
1694902651936;32493;5164
1694902651953;32440;5179
1694902651969;32387;5195
1694902651986;32343;5213
1694902652002;32291;5229
1694902652019;32238;5244
1694902652035;32194;5260
1694902652052;32141;5276
1694902652068;32097;5291
1694902652084;32044;5307
1694902652101;31992;5322
1694902652117;31948;5354
1694902652134;31895;5370
1694902652150;31851;5386
1694902652167;31798;5402
1694902652183;31754;5417
1694902652200;31710;5434
1694902652216;31658;5450
1694902652233;31623;5465
1694902652249;31579;5481
1694902652265;31535;5497
1694902652282;31500;5512
1694902652298;31456;5528
1694902652315;31420;5544
1694902652331;31376;5559
1694902652348;31350;5575
1694902652364;31315;5590
1694902652381;31289;5606
1694902652397;31253;5622
1694902652414;31227;5637
1694902652430;31201;5653
1694902652447;31174;5669
1694902652463;31157;5700
1694902652479;31130;5715
1694902652496;31122;5731
1694902652512;31104;5747
1694902652529;31104;5762
1694902652545;31095;5778
1694902652562;31095;5794
1694902652578;31095;5809
1694902652595;31104;5825
1694902652611;31104;5840
1694902652628;31113;5856
1694902652644;31130;5872
1694902652661;31139;5887
1694902652677;31157;5903
1694902652693;31174;5919
1694902652710;31192;5934
1694902652726;31218;5950
1694902652743;31236;5965
1694902652759;31262;5981
1694902652776;31289;6012
1694902652792;31324;6028
1694902652809;31350;6043
1694902652825;31385;6059
1694902652841;31420;6075
1694902652858;31456;6090
1694902652874;31500;6106
1694902652891;31535;6122
1694902652907;31579;6137
1694902652924;31614;6153
1694902652940;31658;6168
1694902652957;31702;6184
1694902652973;31745;6200
1694902652990;31789;6215
1694902653006;31833;6231
1694902653022;31886;6247
1694902653039;31930;6262
1694902653055;31974;6278
1694902653072;32027;6309
1694902653089;32080;6325
1694902653100;32115;6325
1694902653111;32150;6340
1694902653122;32176;6356
1694902653132;32211;6356
1694902653143;32247;6371
1694902653154;32282;6387
1694902653164;32308;6387
1694902653175;32343;6403
1694902653186;32378;6418
1694902653196;32405;6418
1694902653207;32440;6434
1694902653217;32475;6450
1694902653228;32510;6450
1694902653238;32537;6465
1694902653249;32572;6481
1694902653259;32598;6481
1694902653270;32633;6496
1694902653281;32668;6512
1694902653291;32704;6528
1694902653302;32730;6528
1694902653312;32765;6543
1694902653323;32800;6559
1694902653334;32835;6559
1694902653344;32862;6575
1694902653355;32897;6590
1694902653366;32932;6590
1694902653376;32958;6607
1694902653387;32985;6623
1694902653397;33020;6623
1694902653408;33055;6639
1694902653419;33082;6654
1694902653429;33108;6654
1694902653440;33143;6670
1694902653451;33169;6685
1694902653461;33196;6685
1694902653472;33222;6701
1694902653483;33257;6717
1694902653493;33284;6717
1694902653504;33310;6732
1694902653514;33336;6748
1694902653525;33363;6748
1694902653536;33389;6764
1694902653546;33416;6779
1694902653557;33442;6779
1694902653568;33468;6795
1694902653578;33495;6811
1694902653589;33512;6811
1694902653599;33539;6827
1694902653610;33565;6843
1694902653621;33583;6843
1694902653631;33600;6858
1694902653642;33626;6874
1694902653653;33644;6874
1694902653663;33670;6890
1694902653674;33688;6905
1694902653685;33706;6921
1694902653695;33723;6921
1694902653706;33750;6938
1694902653716;33767;6938
1694902653727;33776;6954
1694902653738;33793;6969
1694902653748;33811;6985
1694902653759;33829;6985
1694902653770;33837;7001
1694902653780;33855;7016
1694902653791;33864;7016
1694902653801;33881;7032
1694902653812;33890;7048
1694902653823;33899;7048
1694902653833;33908;7063
1694902653844;33925;7079
1694902653855;33934;7079
1694902653865;33943;7094
1694902653876;33943;7110
1694902653887;33952;7110
1694902653897;33960;7126
1694902653908;33960;7142
1694902653918;33969;7142
1694902653929;33969;7158
1694902653940;33969;7174
1694902653950;33978;7174
1694902653961;33978;7189
1694902653972;33978;7205
1694902653982;33978;7205
1694902653993;33978;7221
1694902654003;33978;7236
1694902654014;33978;7236
1694902654025;33969;7252
1694902654035;33969;7267
1694902654046;33960;7267
1694902654057;33960;7283
1694902654067;33960;7299
1694902654078;33952;7314
1694902654089;33943;7314
1694902654099;33943;7330
1694902654110;33934;7346
1694902654121;33925;7346
1694902654131;33916;7361
1694902654142;33908;7377
1694902654153;33899;7377
1694902654163;33881;7392
1694902654174;33873;7408
1694902654191;33855;7424
1694902654207;33837;7439
1694902654224;33811;7455
1694902654240;33793;7470
1694902654251;33776;7486
1694902654261;33758;7486
1694902654272;33741;7502
1694902654283;33723;7517
1694902654293;33706;7517
1694902654304;33688;7533
1694902654315;33670;7549
1694902654325;33653;7549
1694902654336;33635;7564
1694902654346;33618;7580
1694902654358;33591;7580
1694902654368;33574;7595
1694902654379;33556;7611
1694902654390;33530;7611
1694902654400;33503;7627
1694902654411;33486;7642
1694902654422;33459;7658
1694902654433;33433;7658
1694902654443;33416;7674
1694902654454;33389;7689
1694902654464;33363;7689
1694902654475;33336;7705
1694902654486;33319;7720
1694902654496;33284;7720
1694902654507;33266;7736
1694902654518;33231;7752
1694902654528;33205;7752
1694902654539;33178;7767
1694902654549;33152;7783
1694902654561;33125;7783
1694902654571;33099;7799
1694902654582;33064;7814
1694902654592;33038;7814
1694902654603;33011;7830
1694902654614;32985;7845
1694902654624;32950;7861
1694902654635;32923;7861
1694902654646;32897;7877
1694902654656;32862;7892
1694902654667;32835;7892
1694902654678;32800;7908
1694902654688;32774;7924
1694902654699;32739;7924
1694902654709;32712;7939
1694902654720;32677;7955
1694902654731;32651;7955
1694902654741;32616;7970
1694902654752;32589;7987
1694902654763;32554;7987
1694902654773;32519;8003
1694902654784;32493;8019
